World_bank_income_group,Region,Country,ISO3,Income_Quantiles,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,04_09_2021,25_09_2021,7.95,3.98,13.12
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,04_09_2021,25_09_2021,16.44,10.02,24.07
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,04_09_2021,25_09_2021,15.98,10.76,22.01
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,04_09_2021,25_09_2021,19,11.84,27.4
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,04_09_2021,25_09_2021,19.04,13.18,25.69
Lower middle,Middle East and North Africa,Egypt,EGY,All,Poultry,DQQ19,Percentage,2021,04_09_2021,25_09_2021,32.56,28.92,36.3
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Poultry,DQQ19,Percentage,2021,04_09_2021,25_09_2021,17.55,11.42,24.68
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Poultry,DQQ19,Percentage,2021,04_09_2021,25_09_2021,30.1,21.21,39.82
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Poultry,DQQ19,Percentage,2021,04_09_2021,25_09_2021,37.83,29.56,46.47
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Poultry,DQQ19,Percentage,2021,04_09_2021,25_09_2021,37.61,30.2,45.33
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Poultry,DQQ19,Percentage,2021,04_09_2021,25_09_2021,39.55,32.2,47.14
Lower middle,Middle East and North Africa,Egypt,EGY,All,Processed meats,DQQ16,Percentage,2021,04_09_2021,25_09_2021,6.84,4.99,8.96
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Processed meats,DQQ16,Percentage,2021,04_09_2021,25_09_2021,3.37,0.7,7.92
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Processed meats,DQQ16,Percentage,2021,04_09_2021,25_09_2021,3.02,0.44,7.77
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Processed meats,DQQ16,Percentage,2021,04_09_2021,25_09_2021,7.5,3.39,13.06
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Processed meats,DQQ16,Percentage,2021,04_09_2021,25_09_2021,8.17,3.71,14.17
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Processed meats,DQQ16,Percentage,2021,04_09_2021,25_09_2021,12.1,6.77,18.71
Lower middle,Middle East and North Africa,Egypt,EGY,All,Pulses,DQQ4,Percentage,2021,04_09_2021,25_09_2021,77.03,74.12,79.83
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Pulses,DQQ4,Percentage,2021,04_09_2021,25_09_2021,77.7,68.17,85.95
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Pulses,DQQ4,Percentage,2021,04_09_2021,25_09_2021,79.25,71.82,85.8
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Pulses,DQQ4,Percentage,2021,04_09_2021,25_09_2021,79.66,71.39,86.82
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Pulses,DQQ4,Percentage,2021,04_09_2021,25_09_2021,73.26,65.9,80.02
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Pulses,DQQ4,Percentage,2021,04_09_2021,25_09_2021,75.34,70.09,80.25
Lower middle,Middle East and North Africa,Egypt,EGY,All,Salty or fried snacks,NA,Percentage,2021,04_09_2021,25_09_2021,55.03,50.98,59.04
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Salty or fried snacks,NA,Percentage,2021,04_09_2021,25_09_2021,44.45,34.06,55.09
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Salty or fried snacks,NA,Percentage,2021,04_09_2021,25_09_2021,52.56,44.21,60.84
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Salty or fried snacks,NA,Percentage,2021,04_09_2021,25_09_2021,64.37,56.44,71.92
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Salty or fried snacks,NA,Percentage,2021,04_09_2021,25_09_2021,59.04,51.4,66.48
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Salty or fried snacks,NA,Percentage,2021,04_09_2021,25_09_2021,54.68,46.37,62.86
Lower middle,Middle East and North Africa,Egypt,EGY,All,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,04_09_2021,25_09_2021,17.89,14.91,21.07
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,04_09_2021,25_09_2021,9.18,5.03,14.41
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,04_09_2021,25_09_2021,18.18,11.46,26.04
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,04_09_2021,25_09_2021,20.06,13.41,27.66
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,04_09_2021,25_09_2021,21.09,13.58,29.75
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2021,04_09_2021,25_09_2021,20.85,14.9,27.51
Lower middle,Middle East and North Africa,Egypt,EGY,All,Sweet beverages,NA,Percentage,2021,04_09_2021,25_09_2021,92.69,90.86,94.32
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Sweet beverages,NA,Percentage,2021,04_09_2021,25_09_2021,91.09,85.28,95.55
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Sweet beverages,NA,Percentage,2021,04_09_2021,25_09_2021,93.79,89.36,97.09
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Sweet beverages,NA,Percentage,2021,04_09_2021,25_09_2021,94.77,89.45,98.3
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Sweet beverages,NA,Percentage,2021,04_09_2021,25_09_2021,94.49,91.73,96.71
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Sweet beverages,NA,Percentage,2021,04_09_2021,25_09_2021,89.3,83.8,93.78
Lower middle,Middle East and North Africa,Egypt,EGY,All,Soft drink consumption,DQQ28,Percentage,2021,04_09_2021,25_09_2021,24.38,21.17,27.74
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Soft drink consumption,DQQ28,Percentage,2021,04_09_2021,25_09_2021,10.51,5.86,16.32
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Soft drink consumption,DQQ28,Percentage,2021,04_09_2021,25_09_2021,22.91,15.12,31.77
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Soft drink consumption,DQQ28,Percentage,2021,04_09_2021,25_09_2021,27.74,21.73,34.2
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Soft drink consumption,DQQ28,Percentage,2021,04_09_2021,25_09_2021,30.29,22.9,38.23
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Soft drink consumption,DQQ28,Percentage,2021,04_09_2021,25_09_2021,30.32,23.87,37.17
Lower middle,Middle East and North Africa,Egypt,EGY,All,Sweet foods,NA,Percentage,2021,04_09_2021,25_09_2021,22.3,18.93,25.87
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Sweet foods,NA,Percentage,2021,04_09_2021,25_09_2021,14.9,8.04,23.41
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Sweet foods,NA,Percentage,2021,04_09_2021,25_09_2021,19.17,12.47,26.91
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Sweet foods,NA,Percentage,2021,04_09_2021,25_09_2021,21.55,15.05,28.87
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Sweet foods,NA,Percentage,2021,04_09_2021,25_09_2021,23.66,16,32.29
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Sweet foods,NA,Percentage,2021,04_09_2021,25_09_2021,32.12,25.33,39.32
Lower middle,Middle East and North Africa,Egypt,EGY,All,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,04_09_2021,25_09_2021,87.94,85.44,90.24
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,04_09_2021,25_09_2021,90.45,84.78,94.92
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,04_09_2021,25_09_2021,86.68,80.18,92.06
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,04_09_2021,25_09_2021,91.16,85.58,95.48
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,04_09_2021,25_09_2021,92.39,88.69,95.4
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2021,04_09_2021,25_09_2021,79.08,72.26,85.16
Lower middle,Middle East and North Africa,Egypt,EGY,All,Unprocessed red meat,NA,Percentage,2021,04_09_2021,25_09_2021,24.23,21.14,27.45
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Unprocessed red meat,NA,Percentage,2021,04_09_2021,25_09_2021,9.78,5.32,15.41
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Unprocessed red meat,NA,Percentage,2021,04_09_2021,25_09_2021,21.55,15,28.92
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Unprocessed red meat,NA,Percentage,2021,04_09_2021,25_09_2021,28.99,21.14,37.53
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Unprocessed red meat,NA,Percentage,2021,04_09_2021,25_09_2021,26.73,20.31,33.67
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Unprocessed red meat,NA,Percentage,2021,04_09_2021,25_09_2021,33.97,26.56,41.79
Lower middle,Middle East and North Africa,Egypt,EGY,All,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,04_09_2021,25_09_2021,0.15,0.02,0.39
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,04_09_2021,25_09_2021,0,NA,NA
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,04_09_2021,25_09_2021,0.33,0,1.32
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,04_09_2021,25_09_2021,0.3,0,1.18
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,04_09_2021,25_09_2021,0,NA,NA
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2021,04_09_2021,25_09_2021,0.11,0,0.45
Lower middle,Middle East and North Africa,Egypt,EGY,All,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,04_09_2021,25_09_2021,24.08,21.02,27.28
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,04_09_2021,25_09_2021,9.78,5.32,15.41
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,04_09_2021,25_09_2021,21.22,14.66,28.62
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,04_09_2021,25_09_2021,28.69,20.84,37.26
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,04_09_2021,25_09_2021,26.73,20.31,33.67
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2021,04_09_2021,25_09_2021,33.86,26.46,41.67
Lower middle,Middle East and North Africa,Egypt,EGY,All,Vitamin A-rich fruits,DQQ8,Percentage,2021,04_09_2021,25_09_2021,13.11,10.57,15.88
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Vitamin A-rich fruits,DQQ8,Percentage,2021,04_09_2021,25_09_2021,1.9,0.49,4.22
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Vitamin A-rich fruits,DQQ8,Percentage,2021,04_09_2021,25_09_2021,8.01,4.4,12.57
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Vitamin A-rich fruits,DQQ8,Percentage,2021,04_09_2021,25_09_2021,11.19,6.33,17.23
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Vitamin A-rich fruits,DQQ8,Percentage,2021,04_09_2021,25_09_2021,17.32,11.26,24.38
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Vitamin A-rich fruits,DQQ8,Percentage,2021,04_09_2021,25_09_2021,26.88,19.77,34.64
Lower middle,Middle East and North Africa,Egypt,EGY,All,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,04_09_2021,25_09_2021,19.96,17.23,22.84
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,04_09_2021,25_09_2021,9.3,4.76,15.14
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,04_09_2021,25_09_2021,18.7,12.17,26.26
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,04_09_2021,25_09_2021,23.48,16.88,30.8
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,04_09_2021,25_09_2021,21.94,15.93,28.62
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2021,04_09_2021,25_09_2021,26.29,19.27,33.97
Lower middle,Middle East and North Africa,Egypt,EGY,All,White roots or tubers,DQQ3,Percentage,2021,04_09_2021,25_09_2021,55.6,51.73,59.44
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,White roots or tubers,DQQ3,Percentage,2021,04_09_2021,25_09_2021,44.27,36.03,52.68
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,White roots or tubers,DQQ3,Percentage,2021,04_09_2021,25_09_2021,54.62,44.87,64.21
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,White roots or tubers,DQQ3,Percentage,2021,04_09_2021,25_09_2021,62.1,52.03,71.67
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,White roots or tubers,DQQ3,Percentage,2021,04_09_2021,25_09_2021,66.1,58.36,73.43
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,White roots or tubers,DQQ3,Percentage,2021,04_09_2021,25_09_2021,50.85,42.71,58.97
Lower middle,Middle East and North Africa,Egypt,EGY,All,Whole grains,DQQ2,Percentage,2021,04_09_2021,25_09_2021,9.12,6.96,11.55
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Whole grains,DQQ2,Percentage,2021,04_09_2021,25_09_2021,2.15,0.64,4.52
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Whole grains,DQQ2,Percentage,2021,04_09_2021,25_09_2021,8.75,4.28,14.59
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Whole grains,DQQ2,Percentage,2021,04_09_2021,25_09_2021,12.13,6.82,18.71
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Whole grains,DQQ2,Percentage,2021,04_09_2021,25_09_2021,7.81,4.41,12.08
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Whole grains,DQQ2,Percentage,2021,04_09_2021,25_09_2021,14.72,9.89,20.31
Lower middle,Middle East and North Africa,Egypt,EGY,All,Yogurt,DQQ15,Percentage,2021,04_09_2021,25_09_2021,9.93,8.08,11.95
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Yogurt,DQQ15,Percentage,2021,04_09_2021,25_09_2021,3.29,1.23,6.3
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Yogurt,DQQ15,Percentage,2021,04_09_2021,25_09_2021,9.74,5.35,15.27
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Yogurt,DQQ15,Percentage,2021,04_09_2021,25_09_2021,5.88,3.13,9.43
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Yogurt,DQQ15,Percentage,2021,04_09_2021,25_09_2021,16.28,11.57,21.61
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Yogurt,DQQ15,Percentage,2021,04_09_2021,25_09_2021,14.35,9.76,19.65
Lower middle,Middle East and North Africa,Egypt,EGY,All,Zero vegetable or fruit consumption,NA,Percentage,2021,04_09_2021,25_09_2021,5.94,4.05,8.16
Lower middle,Middle East and North Africa,Egypt,EGY,Poorest 20%,Zero vegetable or fruit consumption,NA,Percentage,2021,04_09_2021,25_09_2021,13.69,8.26,20.23
Lower middle,Middle East and North Africa,Egypt,EGY,Second 20%,Zero vegetable or fruit consumption,NA,Percentage,2021,04_09_2021,25_09_2021,6.47,2.84,11.44
Lower middle,Middle East and North Africa,Egypt,EGY,Middle 20%,Zero vegetable or fruit consumption,NA,Percentage,2021,04_09_2021,25_09_2021,2.6,0.44,6.51
Lower middle,Middle East and North Africa,Egypt,EGY,Fourth 20%,Zero vegetable or fruit consumption,NA,Percentage,2021,04_09_2021,25_09_2021,2.62,0.75,5.6
Lower middle,Middle East and North Africa,Egypt,EGY,Richest 20%,Zero vegetable or fruit consumption,NA,Percentage,2021,04_09_2021,25_09_2021,4.36,1.64,8.32
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,All-5,NA,Percentage,2021,15_07_2021,22_08_2021,23.43,19.76,27.32
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,All-5,NA,Percentage,2021,15_07_2021,22_08_2021,25.91,17.75,35.03
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,All-5,NA,Percentage,2021,15_07_2021,22_08_2021,19.81,10.31,31.49
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,All-5,NA,Percentage,2021,15_07_2021,22_08_2021,22.07,14.15,31.19
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,All-5,NA,Percentage,2021,15_07_2021,22_08_2021,26.18,18.34,34.87
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,All-5,NA,Percentage,2021,15_07_2021,22_08_2021,23.29,17.22,29.96
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,At least one vegetable,NA,Percentage,2021,15_07_2021,22_08_2021,75.37,71.17,79.34
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,At least one vegetable,NA,Percentage,2021,15_07_2021,22_08_2021,68.62,59.46,77.11
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,At least one vegetable,NA,Percentage,2021,15_07_2021,22_08_2021,73.7,63.56,82.7
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,At least one vegetable,NA,Percentage,2021,15_07_2021,22_08_2021,76.16,67.34,83.98
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,At least one vegetable,NA,Percentage,2021,15_07_2021,22_08_2021,79.68,70.86,87.25
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,At least one vegetable,NA,Percentage,2021,15_07_2021,22_08_2021,78.62,72.01,84.55
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,At least one fruit,NA,Percentage,2021,15_07_2021,22_08_2021,45.43,39.68,51.23
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,At least one fruit,NA,Percentage,2021,15_07_2021,22_08_2021,46.28,36.71,55.99
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,At least one fruit,NA,Percentage,2021,15_07_2021,22_08_2021,42.82,28.24,58.06
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,At least one fruit,NA,Percentage,2021,15_07_2021,22_08_2021,44.36,33.52,55.49
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,At least one fruit,NA,Percentage,2021,15_07_2021,22_08_2021,47.61,38.08,57.23
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,At least one fruit,NA,Percentage,2021,15_07_2021,22_08_2021,46.08,38.29,53.97
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,"At least one pulse, nut, or seed",NA,Percentage,2021,15_07_2021,22_08_2021,50.62,45.49,55.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,15_07_2021,22_08_2021,57.98,46.72,68.84
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,15_07_2021,22_08_2021,43.8,33.15,54.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,15_07_2021,22_08_2021,44.84,34.88,55.02
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,15_07_2021,22_08_2021,52.73,44.04,61.34
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,"At least one pulse, nut, or seed",NA,Percentage,2021,15_07_2021,22_08_2021,53.84,46.16,61.42
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,At least one animal-source food,NA,Percentage,2021,15_07_2021,22_08_2021,84.46,80.18,88.31
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,At least one animal-source food,NA,Percentage,2021,15_07_2021,22_08_2021,83.23,75.18,89.96
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,At least one animal-source food,NA,Percentage,2021,15_07_2021,22_08_2021,80.47,68.15,90.35
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,At least one animal-source food,NA,Percentage,2021,15_07_2021,22_08_2021,85.76,78.87,91.47
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,At least one animal-source food,NA,Percentage,2021,15_07_2021,22_08_2021,83.13,73.77,90.76
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,At least one animal-source food,NA,Percentage,2021,15_07_2021,22_08_2021,89.66,82.42,95.14
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,At least one starchy staple food,NA,Percentage,2021,15_07_2021,22_08_2021,94.41,92.11,96.34
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,At least one starchy staple food,NA,Percentage,2021,15_07_2021,22_08_2021,95.93,91.6,98.75
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,At least one starchy staple food,NA,Percentage,2021,15_07_2021,22_08_2021,93.21,86.94,97.55
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,At least one starchy staple food,NA,Percentage,2021,15_07_2021,22_08_2021,94.79,90.62,97.79
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,At least one starchy staple food,NA,Percentage,2021,15_07_2021,22_08_2021,93.01,88,96.74
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,At least one starchy staple food,NA,Percentage,2021,15_07_2021,22_08_2021,95.1,92.2,97.36
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Baked or grain-based sweets,DQQ11,Percentage,2021,15_07_2021,22_08_2021,26.23,21.63,31.11
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,15_07_2021,22_08_2021,37.89,28.72,47.52
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,15_07_2021,22_08_2021,20.75,12.03,31.12
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,15_07_2021,22_08_2021,20.71,13.66,28.78
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,15_07_2021,22_08_2021,27.84,19.69,36.81
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Baked or grain-based sweets,DQQ11,Percentage,2021,15_07_2021,22_08_2021,24.21,16.25,33.18
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Cheese,DQQ14,Percentage,2021,15_07_2021,22_08_2021,7.12,5.05,9.52
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Cheese,DQQ14,Percentage,2021,15_07_2021,22_08_2021,9.05,3.09,17.73
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Cheese,DQQ14,Percentage,2021,15_07_2021,22_08_2021,5.57,2.7,9.39
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Cheese,DQQ14,Percentage,2021,15_07_2021,22_08_2021,8.97,3.87,15.91
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Cheese,DQQ14,Percentage,2021,15_07_2021,22_08_2021,8.14,3.58,14.32
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Cheese,DQQ14,Percentage,2021,15_07_2021,22_08_2021,3.94,1.97,6.57
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Citrus,DQQ9,Percentage,2021,15_07_2021,22_08_2021,20,15.74,24.64
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Citrus,DQQ9,Percentage,2021,15_07_2021,22_08_2021,22.78,13.53,33.61
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Citrus,DQQ9,Percentage,2021,15_07_2021,22_08_2021,15.41,7.36,25.73
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Citrus,DQQ9,Percentage,2021,15_07_2021,22_08_2021,20.29,13.25,28.39
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Citrus,DQQ9,Percentage,2021,15_07_2021,22_08_2021,19.02,13.07,25.78
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Richest 20%,Citrus,DQQ9,Percentage,2021,15_07_2021,22_08_2021,22.48,16.38,29.24
Lower middle,Sub-Saharan Africa,Nigeria,NGA,All,Dairy,NA,Percentage,2021,15_07_2021,22_08_2021,40.83,35.63,46.13
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Poorest 20%,Dairy,NA,Percentage,2021,15_07_2021,22_08_2021,39.3,30.84,48.09
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Second 20%,Dairy,NA,Percentage,2021,15_07_2021,22_08_2021,43.24,31.2,55.7
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Middle 20%,Dairy,NA,Percentage,2021,15_07_2021,22_08_2021,40.78,29.53,52.54
Lower middle,Sub-Saharan Africa,Nigeria,NGA,Fourth 20%,Dairy,NA,Percentage,2021,15_07_2021,22_08_2021,39.72,29.9,49.98
