World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI,Difference,Diff_LCI,Diff_UCI,Diff_p
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Rural,Whole grains,DQQ2,Percentage,2021,05_08_2021,09_11_2021,41.35,28.93,54.37,2.38,NA,NA,0.72
Upper middle,Sub-Saharan Africa,South Africa,ZAF,All,Yogurt,DQQ15,Percentage,2021,05_08_2021,09_11_2021,29.31,25.35,33.44,NA,NA,NA,NA
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Male,Yogurt,DQQ15,Percentage,2021,05_08_2021,09_11_2021,28.32,22.44,34.6,-1.91,NA,NA,0.63
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Female,Yogurt,DQQ15,Percentage,2021,05_08_2021,09_11_2021,30.23,25.18,35.53,-1.91,-1.91,NA,NA
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Urban,Yogurt,DQQ15,Percentage,2021,05_08_2021,09_11_2021,29.67,25.07,34.48,1.52,NA,NA,0.72
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Rural,Yogurt,DQQ15,Percentage,2021,05_08_2021,09_11_2021,28.15,20.76,36.18,1.52,NA,NA,0.72
Upper middle,Sub-Saharan Africa,South Africa,ZAF,All,Zero vegetable or fruit consumption,NA,Percentage,2021,05_08_2021,09_11_2021,10.45,7.73,13.53,NA,NA,NA,NA
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Male,Zero vegetable or fruit consumption,NA,Percentage,2021,05_08_2021,09_11_2021,11.72,7.95,16.12,2.47,NA,NA,0.36
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Female,Zero vegetable or fruit consumption,NA,Percentage,2021,05_08_2021,09_11_2021,9.26,5.85,13.35,2.47,2.47,NA,NA
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Urban,Zero vegetable or fruit consumption,NA,Percentage,2021,05_08_2021,09_11_2021,9.87,6.7,13.58,-2.45,NA,NA,0.4
Upper middle,Sub-Saharan Africa,South Africa,ZAF,Rural,Zero vegetable or fruit consumption,NA,Percentage,2021,05_08_2021,09_11_2021,12.32,7.29,18.44,-2.45,NA,NA,0.4
Lower middle,Asia Pacific,Sri Lanka,LKA,All,All-5,NA,Percentage,2021,11_11_2021,28_12_2021,58.26,53.39,63.05,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,All-5,NA,Percentage,2021,11_11_2021,28_12_2021,59.65,52.82,66.29,2.68,NA,NA,0.59
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,All-5,NA,Percentage,2021,11_11_2021,28_12_2021,56.97,49.99,63.81,2.68,2.68,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,All-5,NA,Percentage,2021,11_11_2021,28_12_2021,60.16,50.71,69.24,2.42,NA,NA,0.66
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,All-5,NA,Percentage,2021,11_11_2021,28_12_2021,57.74,52.01,63.36,2.42,NA,NA,0.66
Lower middle,Asia Pacific,Sri Lanka,LKA,All,At least one vegetable,NA,Percentage,2021,11_11_2021,28_12_2021,89.16,85.84,92.09,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,At least one vegetable,NA,Percentage,2021,11_11_2021,28_12_2021,90.4,86.16,93.93,2.39,NA,NA,0.44
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,At least one vegetable,NA,Percentage,2021,11_11_2021,28_12_2021,88.01,82.78,92.41,2.39,2.39,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,At least one vegetable,NA,Percentage,2021,11_11_2021,28_12_2021,90.03,83.5,95.05,0.95,NA,NA,0.79
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,At least one vegetable,NA,Percentage,2021,11_11_2021,28_12_2021,89.08,85.11,92.49,0.95,NA,NA,0.79
Lower middle,Asia Pacific,Sri Lanka,LKA,All,At least one fruit,NA,Percentage,2021,11_11_2021,28_12_2021,78.21,73.8,82.32,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,At least one fruit,NA,Percentage,2021,11_11_2021,28_12_2021,78.43,72.29,83.98,0.42,NA,NA,0.92
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,At least one fruit,NA,Percentage,2021,11_11_2021,28_12_2021,78.01,71.55,83.84,0.42,0.42,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,At least one fruit,NA,Percentage,2021,11_11_2021,28_12_2021,75.31,65.95,83.6,-4.11,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,At least one fruit,NA,Percentage,2021,11_11_2021,28_12_2021,79.41,74.37,84.03,-4.11,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,All,"At least one pulse, nut, or seed",NA,Percentage,2021,11_11_2021,28_12_2021,80.47,76.35,84.28,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,"At least one pulse, nut, or seed",NA,Percentage,2021,11_11_2021,28_12_2021,82.94,77.42,87.83,4.76,NA,NA,0.24
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,"At least one pulse, nut, or seed",NA,Percentage,2021,11_11_2021,28_12_2021,78.18,71.98,83.79,4.76,4.76,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,"At least one pulse, nut, or seed",NA,Percentage,2021,11_11_2021,28_12_2021,82.01,73.28,89.32,1.88,NA,NA,0.7
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,"At least one pulse, nut, or seed",NA,Percentage,2021,11_11_2021,28_12_2021,80.13,75.39,84.47,1.88,NA,NA,0.7
Lower middle,Asia Pacific,Sri Lanka,LKA,All,At least one animal-source food,NA,Percentage,2021,11_11_2021,28_12_2021,92.88,90.1,95.24,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,At least one animal-source food,NA,Percentage,2021,11_11_2021,28_12_2021,93.99,90.18,96.91,2.13,NA,NA,0.42
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,At least one animal-source food,NA,Percentage,2021,11_11_2021,28_12_2021,91.86,87.6,95.28,2.13,2.13,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,At least one animal-source food,NA,Percentage,2021,11_11_2021,28_12_2021,97.57,94.92,99.27,6.34,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,At least one animal-source food,NA,Percentage,2021,11_11_2021,28_12_2021,91.23,87.58,94.29,6.34,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,All,At least one starchy staple food,NA,Percentage,2021,11_11_2021,28_12_2021,99.1,97.67,99.87,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,At least one starchy staple food,NA,Percentage,2021,11_11_2021,28_12_2021,99.26,98.07,99.89,0.29,NA,NA,0.77
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,At least one starchy staple food,NA,Percentage,2021,11_11_2021,28_12_2021,98.96,96.11,100,0.29,0.29,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,At least one starchy staple food,NA,Percentage,2021,11_11_2021,28_12_2021,96.9,91.45,99.68,-2.96,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,At least one starchy staple food,NA,Percentage,2021,11_11_2021,28_12_2021,99.87,99.49,100,-2.96,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Baked or grain-based sweets,DQQ11,Percentage,2021,11_11_2021,28_12_2021,55.61,50.69,60.47,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Baked or grain-based sweets,DQQ11,Percentage,2021,11_11_2021,28_12_2021,50.99,44.14,57.82,-8.9,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Baked or grain-based sweets,DQQ11,Percentage,2021,11_11_2021,28_12_2021,59.89,52.87,66.71,-8.9,-8.9,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Baked or grain-based sweets,DQQ11,Percentage,2021,11_11_2021,28_12_2021,66.72,58.08,74.84,14.87,NA,NA,0.01
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Baked or grain-based sweets,DQQ11,Percentage,2021,11_11_2021,28_12_2021,51.85,46.1,57.58,14.87,NA,NA,0.01
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Cheese,DQQ14,Percentage,2021,11_11_2021,28_12_2021,2.98,1.8,4.44,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Cheese,DQQ14,Percentage,2021,11_11_2021,28_12_2021,3.02,1.12,5.81,0.08,NA,NA,0.95
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Cheese,DQQ14,Percentage,2021,11_11_2021,28_12_2021,2.94,1.77,4.4,0.08,0.08,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Cheese,DQQ14,Percentage,2021,11_11_2021,28_12_2021,4.76,1.88,8.85,2.39,NA,NA,0.13
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Cheese,DQQ14,Percentage,2021,11_11_2021,28_12_2021,2.37,1.24,3.84,2.39,NA,NA,0.13
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Citrus,DQQ9,Percentage,2021,11_11_2021,28_12_2021,9.02,6.98,11.3,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Citrus,DQQ9,Percentage,2021,11_11_2021,28_12_2021,8.03,5.27,11.3,-1.91,NA,NA,0.39
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Citrus,DQQ9,Percentage,2021,11_11_2021,28_12_2021,9.94,7.08,13.22,-1.91,-1.91,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Citrus,DQQ9,Percentage,2021,11_11_2021,28_12_2021,8.64,5.27,12.75,-0.53,NA,NA,0.82
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Citrus,DQQ9,Percentage,2021,11_11_2021,28_12_2021,9.17,6.73,11.95,-0.53,NA,NA,0.82
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Dairy,NA,Percentage,2021,11_11_2021,28_12_2021,63.93,59.14,68.59,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Dairy,NA,Percentage,2021,11_11_2021,28_12_2021,62.63,55.77,69.25,-2.51,NA,NA,0.6
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Dairy,NA,Percentage,2021,11_11_2021,28_12_2021,65.14,58.37,71.61,-2.51,-2.51,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Dairy,NA,Percentage,2021,11_11_2021,28_12_2021,73.77,65.04,81.65,13.37,NA,NA,0.01
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Dairy,NA,Percentage,2021,11_11_2021,28_12_2021,60.4,54.7,65.96,13.37,NA,NA,0.01
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Dark green leafy vegetables,DQQ6,Percentage,2021,11_11_2021,28_12_2021,49.86,45,54.73,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Dark green leafy vegetables,DQQ6,Percentage,2021,11_11_2021,28_12_2021,48.76,41.94,55.59,-2.13,NA,NA,0.67
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Dark green leafy vegetables,DQQ6,Percentage,2021,11_11_2021,28_12_2021,50.89,43.94,57.82,-2.13,-2.13,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Dark green leafy vegetables,DQQ6,Percentage,2021,11_11_2021,28_12_2021,48.73,39.45,58.05,-1.65,NA,NA,0.77
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Dark green leafy vegetables,DQQ6,Percentage,2021,11_11_2021,28_12_2021,50.38,44.67,56.09,-1.65,NA,NA,0.77
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Deep fried foods,DQQ24,Percentage,2021,11_11_2021,28_12_2021,25.64,21.53,29.98,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Deep fried foods,DQQ24,Percentage,2021,11_11_2021,28_12_2021,29.73,23.61,36.24,7.89,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Deep fried foods,DQQ24,Percentage,2021,11_11_2021,28_12_2021,21.85,16.54,27.67,7.89,7.89,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Deep fried foods,DQQ24,Percentage,2021,11_11_2021,28_12_2021,21.69,14.64,29.69,-5.39,NA,NA,0.26
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Deep fried foods,DQQ24,Percentage,2021,11_11_2021,28_12_2021,27.08,22.18,32.29,-5.39,NA,NA,0.26
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Eggs,DQQ13,Percentage,2021,11_11_2021,28_12_2021,35.26,30.84,39.82,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Eggs,DQQ13,Percentage,2021,11_11_2021,28_12_2021,36.67,30.43,43.15,2.71,NA,NA,0.55
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Eggs,DQQ13,Percentage,2021,11_11_2021,28_12_2021,33.96,27.77,40.44,2.71,2.71,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Eggs,DQQ13,Percentage,2021,11_11_2021,28_12_2021,42.08,33.2,51.23,9.12,NA,NA,0.08
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Eggs,DQQ13,Percentage,2021,11_11_2021,28_12_2021,32.96,27.88,38.24,9.12,NA,NA,0.08
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Fast food,DQQ29,Percentage,2021,11_11_2021,28_12_2021,1.97,1.05,3.18,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Fast food,DQQ29,Percentage,2021,11_11_2021,28_12_2021,1.77,0.86,3,-0.38,NA,NA,0.71
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Fast food,DQQ29,Percentage,2021,11_11_2021,28_12_2021,2.16,0.73,4.33,-0.38,-0.38,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Fast food,DQQ29,Percentage,2021,11_11_2021,28_12_2021,1.79,0.5,3.84,-0.26,NA,NA,0.82
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Fast food,DQQ29,Percentage,2021,11_11_2021,28_12_2021,2.04,0.93,3.57,-0.26,NA,NA,0.82
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Fish or seafood,DQQ20,Percentage,2021,11_11_2021,28_12_2021,60.77,55.94,65.49,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Fish or seafood,DQQ20,Percentage,2021,11_11_2021,28_12_2021,60.66,53.95,67.18,-0.2,NA,NA,0.97
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Fish or seafood,DQQ20,Percentage,2021,11_11_2021,28_12_2021,60.86,53.88,67.62,-0.2,-0.2,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Fish or seafood,DQQ20,Percentage,2021,11_11_2021,28_12_2021,70.08,61.39,78.1,12.43,NA,NA,0.02
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Fish or seafood,DQQ20,Percentage,2021,11_11_2021,28_12_2021,57.65,51.93,63.28,12.43,NA,NA,0.02
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Foods made from grains,DQQ1,Percentage,2021,11_11_2021,28_12_2021,98.53,97.07,99.5,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Foods made from grains,DQQ1,Percentage,2021,11_11_2021,28_12_2021,98.88,97.7,99.64,0.68,NA,NA,0.53
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Foods made from grains,DQQ1,Percentage,2021,11_11_2021,28_12_2021,98.21,95.41,99.72,0.68,0.68,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Foods made from grains,DQQ1,Percentage,2021,11_11_2021,28_12_2021,96.78,91.36,99.61,-2.37,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Foods made from grains,DQQ1,Percentage,2021,11_11_2021,28_12_2021,99.14,98.24,99.73,-2.37,NA,NA,0.07
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_11_2021,28_12_2021,7.09,4.95,9.57,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_11_2021,28_12_2021,8.74,5.34,12.87,3.18,NA,NA,0.17
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_11_2021,28_12_2021,5.56,3.14,8.61,3.18,3.18,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_11_2021,28_12_2021,10.3,5.13,17,4.32,NA,NA,0.12
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Fruit juice and fruit drinks,DQQ27,Percentage,2021,11_11_2021,28_12_2021,5.98,3.89,8.48,4.32,NA,NA,0.12
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Instant noodles,DQQ23,Percentage,2021,11_11_2021,28_12_2021,7.68,5.24,10.53,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Instant noodles,DQQ23,Percentage,2021,11_11_2021,28_12_2021,7.12,4.03,11,-1.07,NA,NA,0.69
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Instant noodles,DQQ23,Percentage,2021,11_11_2021,28_12_2021,8.19,4.68,12.57,-1.07,-1.07,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Instant noodles,DQQ23,Percentage,2021,11_11_2021,28_12_2021,11.1,5.53,18.29,4.6,NA,NA,0.14
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Instant noodles,DQQ23,Percentage,2021,11_11_2021,28_12_2021,6.5,4,9.54,4.6,NA,NA,0.14
Lower middle,Asia Pacific,Sri Lanka,LKA,All,MDD-W,NA,Percentage,2021,11_11_2021,28_12_2021,82.05,75.06,88.1,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,MDD-W,NA,Percentage,2021,11_11_2021,28_12_2021,NA,NA,NA,-82.05,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,MDD-W,NA,Percentage,2021,11_11_2021,28_12_2021,82.05,75.05,88.11,-82.05,-82.05,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,MDD-W,NA,Percentage,2021,11_11_2021,28_12_2021,87.98,72.75,97.5,8.16,NA,NA,0.34
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,MDD-W,NA,Percentage,2021,11_11_2021,28_12_2021,79.82,71.66,86.9,8.16,NA,NA,0.34
Lower middle,Asia Pacific,Sri Lanka,LKA,All,"Meat, poultry, or fish",NA,Percentage,2021,11_11_2021,28_12_2021,75.24,70.75,79.46,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,"Meat, poultry, or fish",NA,Percentage,2021,11_11_2021,28_12_2021,78.84,72.96,84.18,6.95,NA,NA,0.11
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,"Meat, poultry, or fish",NA,Percentage,2021,11_11_2021,28_12_2021,71.89,65.14,78.19,6.95,6.95,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,"Meat, poultry, or fish",NA,Percentage,2021,11_11_2021,28_12_2021,83.66,75.97,90.1,11.19,NA,NA,0.02
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,"Meat, poultry, or fish",NA,Percentage,2021,11_11_2021,28_12_2021,72.47,67.03,77.59,11.19,NA,NA,0.02
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Milk,DQQ25,Percentage,2021,11_11_2021,28_12_2021,55.21,50.33,60.04,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Milk,DQQ25,Percentage,2021,11_11_2021,28_12_2021,53.77,46.89,60.58,-2.78,NA,NA,0.57
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Milk,DQQ25,Percentage,2021,11_11_2021,28_12_2021,56.55,49.61,63.37,-2.78,-2.78,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Milk,DQQ25,Percentage,2021,11_11_2021,28_12_2021,59.18,49.62,68.41,5.47,NA,NA,0.33
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Milk,DQQ25,Percentage,2021,11_11_2021,28_12_2021,53.71,47.99,59.39,5.47,NA,NA,0.33
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Nuts or seeds,DQQ21,Percentage,2021,11_11_2021,28_12_2021,13.15,10.19,16.42,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Nuts or seeds,DQQ21,Percentage,2021,11_11_2021,28_12_2021,14.72,10.34,19.72,3.03,NA,NA,0.34
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Nuts or seeds,DQQ21,Percentage,2021,11_11_2021,28_12_2021,11.69,7.87,16.15,3.03,3.03,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Nuts or seeds,DQQ21,Percentage,2021,11_11_2021,28_12_2021,15.24,9.96,21.4,2.79,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Nuts or seeds,DQQ21,Percentage,2021,11_11_2021,28_12_2021,12.45,8.97,16.41,2.79,NA,NA,0.41
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Other fruits,DQQ10,Percentage,2021,11_11_2021,28_12_2021,67.7,63.04,72.19,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Other fruits,DQQ10,Percentage,2021,11_11_2021,28_12_2021,67.29,60.77,73.49,-0.78,NA,NA,0.87
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Other fruits,DQQ10,Percentage,2021,11_11_2021,28_12_2021,68.07,61.35,74.43,-0.78,-0.78,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Other fruits,DQQ10,Percentage,2021,11_11_2021,28_12_2021,66.32,56.8,75.21,-2.03,NA,NA,0.71
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Other fruits,DQQ10,Percentage,2021,11_11_2021,28_12_2021,68.35,62.97,73.49,-2.03,NA,NA,0.71
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Other sweets,DQQ12,Percentage,2021,11_11_2021,28_12_2021,28.09,24.01,32.37,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Other sweets,DQQ12,Percentage,2021,11_11_2021,28_12_2021,28.79,22.97,35,1.35,NA,NA,0.75
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Other sweets,DQQ12,Percentage,2021,11_11_2021,28_12_2021,27.45,21.82,33.45,1.35,1.35,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Other sweets,DQQ12,Percentage,2021,11_11_2021,28_12_2021,30.58,22.38,39.45,3.29,NA,NA,0.5
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Other sweets,DQQ12,Percentage,2021,11_11_2021,28_12_2021,27.29,22.64,32.21,3.29,NA,NA,0.5
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Other vegetables,DQQ7,Percentage,2021,11_11_2021,28_12_2021,76.18,71.78,80.31,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Other vegetables,DQQ7,Percentage,2021,11_11_2021,28_12_2021,77.8,71.73,83.32,3.12,NA,NA,0.47
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Other vegetables,DQQ7,Percentage,2021,11_11_2021,28_12_2021,74.68,68.21,80.63,3.12,3.12,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Other vegetables,DQQ7,Percentage,2021,11_11_2021,28_12_2021,80.4,72.09,87.54,5.51,NA,NA,0.26
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Other vegetables,DQQ7,Percentage,2021,11_11_2021,28_12_2021,74.88,69.63,79.79,5.51,NA,NA,0.26
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_11_2021,28_12_2021,3.82,2.46,5.46,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_11_2021,28_12_2021,5.23,2.76,8.43,2.72,NA,NA,0.04
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_11_2021,28_12_2021,2.51,1.51,3.76,2.72,2.72,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_11_2021,28_12_2021,4.04,1.73,7.25,0.29,NA,NA,0.86
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Packaged ultra-processed salty snacks,DQQ22,Percentage,2021,11_11_2021,28_12_2021,3.75,2.17,5.73,0.29,NA,NA,0.86
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Poultry,DQQ19,Percentage,2021,11_11_2021,28_12_2021,23.23,19.49,27.2,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Poultry,DQQ19,Percentage,2021,11_11_2021,28_12_2021,30.23,24.29,36.52,13.48,NA,NA,0
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Poultry,DQQ19,Percentage,2021,11_11_2021,28_12_2021,16.75,12.44,21.55,13.48,13.48,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Poultry,DQQ19,Percentage,2021,11_11_2021,28_12_2021,18.67,13.6,24.33,-6.22,NA,NA,0.1
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Poultry,DQQ19,Percentage,2021,11_11_2021,28_12_2021,24.89,20.23,29.86,-6.22,NA,NA,0.1
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Processed meats,DQQ16,Percentage,2021,11_11_2021,28_12_2021,11.34,8.81,14.13,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Processed meats,DQQ16,Percentage,2021,11_11_2021,28_12_2021,14.44,10.55,18.83,5.98,NA,NA,0.03
Lower middle,Asia Pacific,Sri Lanka,LKA,Female,Processed meats,DQQ16,Percentage,2021,11_11_2021,28_12_2021,8.46,5.38,12.15,5.98,5.98,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Urban,Processed meats,DQQ16,Percentage,2021,11_11_2021,28_12_2021,13.2,8.16,19.23,2.48,NA,NA,0.42
Lower middle,Asia Pacific,Sri Lanka,LKA,Rural,Processed meats,DQQ16,Percentage,2021,11_11_2021,28_12_2021,10.71,7.87,13.93,2.48,NA,NA,0.42
Lower middle,Asia Pacific,Sri Lanka,LKA,All,Pulses,DQQ4,Percentage,2021,11_11_2021,28_12_2021,77.02,72.66,81.11,NA,NA,NA,NA
Lower middle,Asia Pacific,Sri Lanka,LKA,Male,Pulses,DQQ4,Percentage,2021,11_11_2021,28_12_2021,78.64,72.59,84.12,3.12,NA,NA,0.47
