World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ,Year,Mean_prevalence,Lower_95_CI,Upper_95_CI
Lower middle,SSA,Kenya,KEN,Urban,White roots or tubers,DQQ3,2021,39.01,29.85,48.59
Lower middle,SSA,Kenya,KEN,Rural,White roots or tubers,DQQ3,2021,37.63,32.96,42.43
Lower middle,SSA,Kenya,KEN,All,Whole grains,DQQ2,2021,53.92,49.65,58.16
Lower middle,SSA,Kenya,KEN,Male,Whole grains,DQQ2,2021,51.66,46.54,56.77
Lower middle,SSA,Kenya,KEN,Female,Whole grains,DQQ2,2021,56.09,50.64,61.47
Lower middle,SSA,Kenya,KEN,Urban,Whole grains,DQQ2,2021,51.23,43.11,59.32
Lower middle,SSA,Kenya,KEN,Rural,Whole grains,DQQ2,2021,54.32,49.62,58.98
Lower middle,SSA,Kenya,KEN,All,Yogurt,DQQ15,2021,14.82,11.93,17.97
Lower middle,SSA,Kenya,KEN,Male,Yogurt,DQQ15,2021,15.98,11.99,20.41
Lower middle,SSA,Kenya,KEN,Female,Yogurt,DQQ15,2021,13.71,9.93,17.99
Lower middle,SSA,Kenya,KEN,Urban,Yogurt,DQQ15,2021,8.35,2.74,16.63
Lower middle,SSA,Kenya,KEN,Rural,Yogurt,DQQ15,2021,15.79,12.58,19.29
Lower middle,SSA,Kenya,KEN,All,Zero vegetable or fruit consumption,NA,2021,7.06,4.45,10.22
Lower middle,SSA,Kenya,KEN,Male,Zero vegetable or fruit consumption,NA,2021,8.01,4.62,12.23
Lower middle,SSA,Kenya,KEN,Female,Zero vegetable or fruit consumption,NA,2021,6.15,3.35,9.72
Lower middle,SSA,Kenya,KEN,Urban,Zero vegetable or fruit consumption,NA,2021,2.43,0.72,5.11
Lower middle,SSA,Kenya,KEN,Rural,Zero vegetable or fruit consumption,NA,2021,7.75,4.78,11.36
Lower middle,SSA,Tanzania,TZA,All,All-5,NA,2021,19.06,16.15,22.16
Lower middle,SSA,Tanzania,TZA,Male,All-5,NA,2021,20.58,16.27,25.26
Lower middle,SSA,Tanzania,TZA,Female,All-5,NA,2021,17.64,14.26,21.29
Lower middle,SSA,Tanzania,TZA,Urban,All-5,NA,2021,20.99,13.88,29.12
Lower middle,SSA,Tanzania,TZA,Rural,All-5,NA,2021,18.48,15.37,21.82
Lower middle,SSA,Tanzania,TZA,All,At least one vegetable,NA,2021,68.18,63.87,72.34
Lower middle,SSA,Tanzania,TZA,Male,At least one vegetable,NA,2021,65.42,59.05,71.52
Lower middle,SSA,Tanzania,TZA,Female,At least one vegetable,NA,2021,70.78,66.06,75.29
Lower middle,SSA,Tanzania,TZA,Urban,At least one vegetable,NA,2021,68.25,55.51,79.74
Lower middle,SSA,Tanzania,TZA,Rural,At least one vegetable,NA,2021,68.16,63.42,72.71
Lower middle,SSA,Tanzania,TZA,All,At least one fruit,NA,2021,53.11,47.85,58.35
Lower middle,SSA,Tanzania,TZA,Male,At least one fruit,NA,2021,55.15,47.07,63.09
Lower middle,SSA,Tanzania,TZA,Female,At least one fruit,NA,2021,51.2,45.38,57.01
Lower middle,SSA,Tanzania,TZA,Urban,At least one fruit,NA,2021,53.53,43.73,63.19
Lower middle,SSA,Tanzania,TZA,Rural,At least one fruit,NA,2021,52.99,46.81,59.12
Lower middle,SSA,Tanzania,TZA,All,"At least one pulse, nut, or seed",NA,2021,53.55,48.9,58.17
Lower middle,SSA,Tanzania,TZA,Male,"At least one pulse, nut, or seed",NA,2021,51.97,44.76,59.15
Lower middle,SSA,Tanzania,TZA,Female,"At least one pulse, nut, or seed",NA,2021,55.04,49.72,60.29
Lower middle,SSA,Tanzania,TZA,Urban,"At least one pulse, nut, or seed",NA,2021,49.28,41.14,57.45
Lower middle,SSA,Tanzania,TZA,Rural,"At least one pulse, nut, or seed",NA,2021,54.84,49.44,60.18
Lower middle,SSA,Tanzania,TZA,All,At least one animal-source food,NA,2021,66.96,62.41,71.35
Lower middle,SSA,Tanzania,TZA,Male,At least one animal-source food,NA,2021,71,64.81,76.82
Lower middle,SSA,Tanzania,TZA,Female,At least one animal-source food,NA,2021,63.15,57.64,68.49
Lower middle,SSA,Tanzania,TZA,Urban,At least one animal-source food,NA,2021,64.07,54.6,73.02
Lower middle,SSA,Tanzania,TZA,Rural,At least one animal-source food,NA,2021,67.83,62.55,72.88
Lower middle,SSA,Tanzania,TZA,All,At least one starchy staple food,NA,2021,93.64,91.44,95.53
Lower middle,SSA,Tanzania,TZA,Male,At least one starchy staple food,NA,2021,92.43,88.56,95.56
Lower middle,SSA,Tanzania,TZA,Female,At least one starchy staple food,NA,2021,94.78,92.25,96.83
Lower middle,SSA,Tanzania,TZA,Urban,At least one starchy staple food,NA,2021,92.74,85.17,97.76
Lower middle,SSA,Tanzania,TZA,Rural,At least one starchy staple food,NA,2021,93.91,91.81,95.71
Lower middle,SSA,Tanzania,TZA,All,Baked or grain-based sweets,DQQ11,2021,9.59,7.7,11.67
Lower middle,SSA,Tanzania,TZA,Male,Baked or grain-based sweets,DQQ11,2021,10.63,7.42,14.33
Lower middle,SSA,Tanzania,TZA,Female,Baked or grain-based sweets,DQQ11,2021,8.62,6.41,11.12
Lower middle,SSA,Tanzania,TZA,Urban,Baked or grain-based sweets,DQQ11,2021,13.91,9.19,19.43
Lower middle,SSA,Tanzania,TZA,Rural,Baked or grain-based sweets,DQQ11,2021,8.29,6.3,10.52
Lower middle,SSA,Tanzania,TZA,All,Cheese,DQQ14,2021,0.6,0.2,1.21
Lower middle,SSA,Tanzania,TZA,Male,Cheese,DQQ14,2021,0.11,0,0.44
Lower middle,SSA,Tanzania,TZA,Female,Cheese,DQQ14,2021,1.05,0.32,2.21
Lower middle,SSA,Tanzania,TZA,Urban,Cheese,DQQ14,2021,0.59,0.03,1.82
Lower middle,SSA,Tanzania,TZA,Rural,Cheese,DQQ14,2021,0.6,0.15,1.35
Lower middle,SSA,Tanzania,TZA,All,Citrus,DQQ9,2021,21.44,18.29,24.77
Lower middle,SSA,Tanzania,TZA,Male,Citrus,DQQ9,2021,20.44,16.23,24.99
Lower middle,SSA,Tanzania,TZA,Female,Citrus,DQQ9,2021,22.38,18.39,26.65
Lower middle,SSA,Tanzania,TZA,Urban,Citrus,DQQ9,2021,35.06,27.58,42.93
Lower middle,SSA,Tanzania,TZA,Rural,Citrus,DQQ9,2021,17.33,13.92,21.03
Lower middle,SSA,Tanzania,TZA,All,Dairy,NA,2021,20.11,16.97,23.43
Lower middle,SSA,Tanzania,TZA,Male,Dairy,NA,2021,21.15,16.22,26.55
Lower middle,SSA,Tanzania,TZA,Female,Dairy,NA,2021,19.12,15.52,23
Lower middle,SSA,Tanzania,TZA,Urban,Dairy,NA,2021,15.22,10.07,21.22
Lower middle,SSA,Tanzania,TZA,Rural,Dairy,NA,2021,21.58,17.72,25.7
Lower middle,SSA,Tanzania,TZA,All,Dark green leafy vegetables,DQQ6,2021,42.62,38.18,47.13
Lower middle,SSA,Tanzania,TZA,Male,Dark green leafy vegetables,DQQ6,2021,41.52,35.48,47.69
Lower middle,SSA,Tanzania,TZA,Female,Dark green leafy vegetables,DQQ6,2021,43.67,38.3,49.11
Lower middle,SSA,Tanzania,TZA,Urban,Dark green leafy vegetables,DQQ6,2021,47.17,37.05,57.41
Lower middle,SSA,Tanzania,TZA,Rural,Dark green leafy vegetables,DQQ6,2021,41.25,35.98,46.63
Lower middle,SSA,Tanzania,TZA,All,Deep fried foods,DQQ24,2021,27.98,24.05,32.08
Lower middle,SSA,Tanzania,TZA,Male,Deep fried foods,DQQ24,2021,29.66,24.13,35.51
Lower middle,SSA,Tanzania,TZA,Female,Deep fried foods,DQQ24,2021,26.39,21.82,31.22
Lower middle,SSA,Tanzania,TZA,Urban,Deep fried foods,DQQ24,2021,29.86,20.82,39.77
Lower middle,SSA,Tanzania,TZA,Rural,Deep fried foods,DQQ24,2021,27.41,23.13,31.91
Lower middle,SSA,Tanzania,TZA,All,Eggs,DQQ13,2021,9.13,7.11,11.38
Lower middle,SSA,Tanzania,TZA,Male,Eggs,DQQ13,2021,9.45,6.12,13.41
Lower middle,SSA,Tanzania,TZA,Female,Eggs,DQQ13,2021,8.84,6.59,11.38
Lower middle,SSA,Tanzania,TZA,Urban,Eggs,DQQ13,2021,9.86,5.28,15.68
Lower middle,SSA,Tanzania,TZA,Rural,Eggs,DQQ13,2021,8.91,6.74,11.36
Lower middle,SSA,Tanzania,TZA,All,Fast food,DQQ29,2021,0.18,0.02,0.5
Lower middle,SSA,Tanzania,TZA,Male,Fast food,DQQ29,2021,0.37,0.04,1.03
Lower middle,SSA,Tanzania,TZA,Female,Fast food,DQQ29,2021,0,NA,NA
Lower middle,SSA,Tanzania,TZA,Urban,Fast food,DQQ29,2021,0.13,0,0.55
Lower middle,SSA,Tanzania,TZA,Rural,Fast food,DQQ29,2021,0.2,0.01,0.61
Lower middle,SSA,Tanzania,TZA,All,Fish or seafood,DQQ20,2021,40.06,35.28,44.93
Lower middle,SSA,Tanzania,TZA,Male,Fish or seafood,DQQ20,2021,41.49,34.78,48.36
Lower middle,SSA,Tanzania,TZA,Female,Fish or seafood,DQQ20,2021,38.71,32.93,44.66
Lower middle,SSA,Tanzania,TZA,Urban,Fish or seafood,DQQ20,2021,31.63,23.29,40.6
Lower middle,SSA,Tanzania,TZA,Rural,Fish or seafood,DQQ20,2021,42.6,36.75,48.56
Lower middle,SSA,Tanzania,TZA,All,Foods made from grains,DQQ1,2021,78.55,74.91,81.98
Lower middle,SSA,Tanzania,TZA,Male,Foods made from grains,DQQ1,2021,77.88,72.79,82.58
Lower middle,SSA,Tanzania,TZA,Female,Foods made from grains,DQQ1,2021,79.18,75.07,83.02
Lower middle,SSA,Tanzania,TZA,Urban,Foods made from grains,DQQ1,2021,84.52,76.87,90.86
Lower middle,SSA,Tanzania,TZA,Rural,Foods made from grains,DQQ1,2021,76.75,72.58,80.68
Lower middle,SSA,Tanzania,TZA,All,Fruit juice and fruit drinks,DQQ27,2021,12.46,9.8,15.4
Lower middle,SSA,Tanzania,TZA,Male,Fruit juice and fruit drinks,DQQ27,2021,13.16,9.16,17.76
Lower middle,SSA,Tanzania,TZA,Female,Fruit juice and fruit drinks,DQQ27,2021,11.81,8.67,15.35
Lower middle,SSA,Tanzania,TZA,Urban,Fruit juice and fruit drinks,DQQ27,2021,13.97,8.44,20.63
Lower middle,SSA,Tanzania,TZA,Rural,Fruit juice and fruit drinks,DQQ27,2021,12.01,8.85,15.57
Lower middle,SSA,Tanzania,TZA,All,Instant noodles,DQQ23,2021,1.21,0.57,2.07
Lower middle,SSA,Tanzania,TZA,Male,Instant noodles,DQQ23,2021,0.13,0.01,0.39
Lower middle,SSA,Tanzania,TZA,Female,Instant noodles,DQQ23,2021,2.22,1,3.89
Lower middle,SSA,Tanzania,TZA,Urban,Instant noodles,DQQ23,2021,1.39,0.29,3.3
Lower middle,SSA,Tanzania,TZA,Rural,Instant noodles,DQQ23,2021,1.15,0.43,2.21
Lower middle,SSA,Tanzania,TZA,All,MDD-W,NA,2021,35.85,30.25,41.64
Lower middle,SSA,Tanzania,TZA,Male,MDD-W,NA,2021,0,NA,NA
Lower middle,SSA,Tanzania,TZA,Female,MDD-W,NA,2021,35.85,30.25,41.64
Lower middle,SSA,Tanzania,TZA,Urban,MDD-W,NA,2021,31.63,19.01,45.79
Lower middle,SSA,Tanzania,TZA,Rural,MDD-W,NA,2021,37.08,30.92,43.45
Lower middle,SSA,Tanzania,TZA,All,"Meat, poultry, or fish",NA,2021,58.97,53.73,64.1
Lower middle,SSA,Tanzania,TZA,Male,"Meat, poultry, or fish",NA,2021,62.95,56.13,69.51
Lower middle,SSA,Tanzania,TZA,Female,"Meat, poultry, or fish",NA,2021,55.22,48.86,61.49
Lower middle,SSA,Tanzania,TZA,Urban,"Meat, poultry, or fish",NA,2021,58.59,48.6,68.23
Lower middle,SSA,Tanzania,TZA,Rural,"Meat, poultry, or fish",NA,2021,59.08,52.85,65.17
Lower middle,SSA,Tanzania,TZA,All,Milk,DQQ25,2021,14.94,11.96,18.19
Lower middle,SSA,Tanzania,TZA,Male,Milk,DQQ25,2021,15.96,11.47,21.03
Lower middle,SSA,Tanzania,TZA,Female,Milk,DQQ25,2021,13.98,10.43,17.95
Lower middle,SSA,Tanzania,TZA,Urban,Milk,DQQ25,2021,9.76,5.45,15.15
Lower middle,SSA,Tanzania,TZA,Rural,Milk,DQQ25,2021,16.5,12.8,20.57
Lower middle,SSA,Tanzania,TZA,All,Nuts or seeds,DQQ21,2021,17.35,14.33,20.59
Lower middle,SSA,Tanzania,TZA,Male,Nuts or seeds,DQQ21,2021,19.9,15.2,25.06
Lower middle,SSA,Tanzania,TZA,Female,Nuts or seeds,DQQ21,2021,14.94,11.41,18.86
Lower middle,SSA,Tanzania,TZA,Urban,Nuts or seeds,DQQ21,2021,14.83,9.57,21
Lower middle,SSA,Tanzania,TZA,Rural,Nuts or seeds,DQQ21,2021,18.11,14.72,21.76
Lower middle,SSA,Tanzania,TZA,All,Other fruits,DQQ10,2021,37.17,32.62,41.85
Lower middle,SSA,Tanzania,TZA,Male,Other fruits,DQQ10,2021,39.27,32.28,46.48
Lower middle,SSA,Tanzania,TZA,Female,Other fruits,DQQ10,2021,35.21,30.03,40.56
Lower middle,SSA,Tanzania,TZA,Urban,Other fruits,DQQ10,2021,31.86,23.37,41.01
Lower middle,SSA,Tanzania,TZA,Rural,Other fruits,DQQ10,2021,38.78,33.28,44.42
Lower middle,SSA,Tanzania,TZA,All,Other sweets,DQQ12,2021,10.64,8.61,12.85
Lower middle,SSA,Tanzania,TZA,Male,Other sweets,DQQ12,2021,10.37,7.5,13.64
Lower middle,SSA,Tanzania,TZA,Female,Other sweets,DQQ12,2021,10.9,8.28,13.83
Lower middle,SSA,Tanzania,TZA,Urban,Other sweets,DQQ12,2021,12.51,8.76,16.82
Lower middle,SSA,Tanzania,TZA,Rural,Other sweets,DQQ12,2021,10.07,7.85,12.55
Lower middle,SSA,Tanzania,TZA,All,Other vegetables,DQQ7,2021,44.55,40.05,49.09
Lower middle,SSA,Tanzania,TZA,Male,Other vegetables,DQQ7,2021,45.77,39.21,52.41
Lower middle,SSA,Tanzania,TZA,Female,Other vegetables,DQQ7,2021,43.4,38.2,48.66
Lower middle,SSA,Tanzania,TZA,Urban,Other vegetables,DQQ7,2021,45.38,33.03,58.02
Lower middle,SSA,Tanzania,TZA,Rural,Other vegetables,DQQ7,2021,44.3,39.42,49.23
Lower middle,SSA,Tanzania,TZA,All,Packaged ultra-processed salty snacks,DQQ22,2021,0.72,0.28,1.37
Lower middle,SSA,Tanzania,TZA,Male,Packaged ultra-processed salty snacks,DQQ22,2021,0.6,0.1,1.49
Lower middle,SSA,Tanzania,TZA,Female,Packaged ultra-processed salty snacks,DQQ22,2021,0.84,0.21,1.89
Lower middle,SSA,Tanzania,TZA,Urban,Packaged ultra-processed salty snacks,DQQ22,2021,1.26,0.21,3.15
Lower middle,SSA,Tanzania,TZA,Rural,Packaged ultra-processed salty snacks,DQQ22,2021,0.56,0.16,1.22
Lower middle,SSA,Tanzania,TZA,All,Poultry,DQQ19,2021,8.64,6.39,11.18
Lower middle,SSA,Tanzania,TZA,Male,Poultry,DQQ19,2021,10.36,6.93,14.37
Lower middle,SSA,Tanzania,TZA,Female,Poultry,DQQ19,2021,7.02,4.35,10.25
Lower middle,SSA,Tanzania,TZA,Urban,Poultry,DQQ19,2021,9.6,5.09,15.36
Lower middle,SSA,Tanzania,TZA,Rural,Poultry,DQQ19,2021,8.34,5.7,11.44
Lower middle,SSA,Tanzania,TZA,All,Processed meats,DQQ16,2021,0.59,0.11,1.45
Lower middle,SSA,Tanzania,TZA,Male,Processed meats,DQQ16,2021,0.92,0.09,2.59
Lower middle,SSA,Tanzania,TZA,Female,Processed meats,DQQ16,2021,0.28,0,1.09
Lower middle,SSA,Tanzania,TZA,Urban,Processed meats,DQQ16,2021,1.92,0.12,5.77
Lower middle,SSA,Tanzania,TZA,Rural,Processed meats,DQQ16,2021,0.18,0,0.74
Lower middle,SSA,Tanzania,TZA,All,Pulses,DQQ4,2021,46.79,42.08,51.54
Lower middle,SSA,Tanzania,TZA,Male,Pulses,DQQ4,2021,44.14,37.1,51.29
Lower middle,SSA,Tanzania,TZA,Female,Pulses,DQQ4,2021,49.3,43.98,54.62
Lower middle,SSA,Tanzania,TZA,Urban,Pulses,DQQ4,2021,44.6,35.94,53.42
Lower middle,SSA,Tanzania,TZA,Rural,Pulses,DQQ4,2021,47.46,41.85,53.09
Lower middle,SSA,Tanzania,TZA,All,Salty or fried snacks,NA,2021,29.15,25.19,33.28
Lower middle,SSA,Tanzania,TZA,Male,Salty or fried snacks,NA,2021,29.81,24.24,35.7
Lower middle,SSA,Tanzania,TZA,Female,Salty or fried snacks,NA,2021,28.53,23.74,33.59
Lower middle,SSA,Tanzania,TZA,Urban,Salty or fried snacks,NA,2021,31.79,23.05,41.24
Lower middle,SSA,Tanzania,TZA,Rural,Salty or fried snacks,NA,2021,28.36,23.94,32.99
Lower middle,SSA,Tanzania,TZA,All,"Salty snacks, instant noodles, or fast food",NA,2021,2,1.21,2.99
Lower middle,SSA,Tanzania,TZA,Male,"Salty snacks, instant noodles, or fast food",NA,2021,0.88,0.28,1.79
Lower middle,SSA,Tanzania,TZA,Female,"Salty snacks, instant noodles, or fast food",NA,2021,3.06,1.64,4.91
Lower middle,SSA,Tanzania,TZA,Urban,"Salty snacks, instant noodles, or fast food",NA,2021,2.77,1.15,5.08
Lower middle,SSA,Tanzania,TZA,Rural,"Salty snacks, instant noodles, or fast food",NA,2021,1.77,0.94,2.85
Lower middle,SSA,Tanzania,TZA,All,Sugar-sweetened beverages,NA,2021,54.68,49.64,59.66
Lower middle,SSA,Tanzania,TZA,Male,Sugar-sweetened beverages,NA,2021,53.63,46.45,60.73
Lower middle,SSA,Tanzania,TZA,Female,Sugar-sweetened beverages,NA,2021,55.66,50.01,61.25
Lower middle,SSA,Tanzania,TZA,Urban,Sugar-sweetened beverages,NA,2021,56.83,42.06,71
Lower middle,SSA,Tanzania,TZA,Rural,Sugar-sweetened beverages,NA,2021,54.03,48.67,59.34
Lower middle,SSA,Tanzania,TZA,All,Sugar-sweetened soft drink consumption,DQQ28,2021,19.42,16.46,22.55
Lower middle,SSA,Tanzania,TZA,Male,Sugar-sweetened soft drink consumption,DQQ28,2021,24.25,18.87,30.07
Lower middle,SSA,Tanzania,TZA,Female,Sugar-sweetened soft drink consumption,DQQ28,2021,14.86,11.6,18.46
Lower middle,SSA,Tanzania,TZA,Urban,Sugar-sweetened soft drink consumption,DQQ28,2021,20.96,15.35,27.18
Lower middle,SSA,Tanzania,TZA,Rural,Sugar-sweetened soft drink consumption,DQQ28,2021,18.95,15.5,22.66
Lower middle,SSA,Tanzania,TZA,All,Sweet foods,NA,2021,16.14,13.59,18.86
Lower middle,SSA,Tanzania,TZA,Male,Sweet foods,NA,2021,16.76,12.77,21.17
Lower middle,SSA,Tanzania,TZA,Female,Sweet foods,NA,2021,15.55,12.73,18.61
Lower middle,SSA,Tanzania,TZA,Urban,Sweet foods,NA,2021,21.03,16,26.55
Lower middle,SSA,Tanzania,TZA,Rural,Sweet foods,NA,2021,14.66,11.87,17.7
Lower middle,SSA,Tanzania,TZA,All,"Sweet tea, coffee, or cocoa",DQQ26,2021,43.55,38.42,48.76
Lower middle,SSA,Tanzania,TZA,Male,"Sweet tea, coffee, or cocoa",DQQ26,2021,40.27,33.69,47.02
Lower middle,SSA,Tanzania,TZA,Female,"Sweet tea, coffee, or cocoa",DQQ26,2021,46.64,40.69,52.65
Lower middle,SSA,Tanzania,TZA,Urban,"Sweet tea, coffee, or cocoa",DQQ26,2021,44.83,31.82,58.2
Lower middle,SSA,Tanzania,TZA,Rural,"Sweet tea, coffee, or cocoa",DQQ26,2021,43.17,37.49,48.94
Lower middle,SSA,Tanzania,TZA,All,Unprocessed red meat,NA,2021,24.6,21.14,28.25
Lower middle,SSA,Tanzania,TZA,Male,Unprocessed red meat,NA,2021,29.27,24.2,34.62
Lower middle,SSA,Tanzania,TZA,Female,Unprocessed red meat,NA,2021,20.21,16.27,24.46
Lower middle,SSA,Tanzania,TZA,Urban,Unprocessed red meat,NA,2021,27.79,20.21,36.07
Lower middle,SSA,Tanzania,TZA,Rural,Unprocessed red meat,NA,2021,23.64,19.78,27.74
Lower middle,SSA,Tanzania,TZA,All,Unprocessed red meat (non-ruminants),DQQ18,2021,4.87,3.25,6.78
Lower middle,SSA,Tanzania,TZA,Male,Unprocessed red meat (non-ruminants),DQQ18,2021,6.33,3.65,9.68
Lower middle,SSA,Tanzania,TZA,Female,Unprocessed red meat (non-ruminants),DQQ18,2021,3.49,2.02,5.34
Lower middle,SSA,Tanzania,TZA,Urban,Unprocessed red meat (non-ruminants),DQQ18,2021,3.47,1.25,6.75
Lower middle,SSA,Tanzania,TZA,Rural,Unprocessed red meat (non-ruminants),DQQ18,2021,5.29,3.35,7.63
Lower middle,SSA,Tanzania,TZA,All,Unprocessed red meat (ruminants),DQQ17,2021,21.55,18.19,25.1
Lower middle,SSA,Tanzania,TZA,Male,Unprocessed red meat (ruminants),DQQ17,2021,25.17,20.41,30.26
Lower middle,SSA,Tanzania,TZA,Female,Unprocessed red meat (ruminants),DQQ17,2021,18.13,14.27,22.34
Lower middle,SSA,Tanzania,TZA,Urban,Unprocessed red meat (ruminants),DQQ17,2021,27.45,19.93,35.68
Lower middle,SSA,Tanzania,TZA,Rural,Unprocessed red meat (ruminants),DQQ17,2021,19.76,16.04,23.77
Lower middle,SSA,Tanzania,TZA,All,Vitamin A-rich fruits,DQQ8,2021,17.69,13.67,22.11
Lower middle,SSA,Tanzania,TZA,Male,Vitamin A-rich fruits,DQQ8,2021,19.75,13.63,26.7
Lower middle,SSA,Tanzania,TZA,Female,Vitamin A-rich fruits,DQQ8,2021,15.75,11.9,20.03
Lower middle,SSA,Tanzania,TZA,Urban,Vitamin A-rich fruits,DQQ8,2021,18.46,11.52,26.61
Lower middle,SSA,Tanzania,TZA,Rural,Vitamin A-rich fruits,DQQ8,2021,17.46,12.71,22.79
Lower middle,SSA,Tanzania,TZA,All,Vitamin A-rich orange vegetables,DQQ5,2021,22.91,19.6,26.4
Lower middle,SSA,Tanzania,TZA,Male,Vitamin A-rich orange vegetables,DQQ5,2021,22.76,18.11,27.77
Lower middle,SSA,Tanzania,TZA,Female,Vitamin A-rich orange vegetables,DQQ5,2021,23.05,18.69,27.72
Lower middle,SSA,Tanzania,TZA,Urban,Vitamin A-rich orange vegetables,DQQ5,2021,32.61,23.53,42.39
Lower middle,SSA,Tanzania,TZA,Rural,Vitamin A-rich orange vegetables,DQQ5,2021,19.99,16.55,23.66
Lower middle,SSA,Tanzania,TZA,All,White roots or tubers,DQQ3,2021,40.14,35.05,45.34
Lower middle,SSA,Tanzania,TZA,Male,White roots or tubers,DQQ3,2021,39.92,33.13,46.9
Lower middle,SSA,Tanzania,TZA,Female,White roots or tubers,DQQ3,2021,40.35,34.04,46.82
Lower middle,SSA,Tanzania,TZA,Urban,White roots or tubers,DQQ3,2021,37.17,28.36,46.44
Lower middle,SSA,Tanzania,TZA,Rural,White roots or tubers,DQQ3,2021,41.03,34.94,47.27
Lower middle,SSA,Tanzania,TZA,All,Whole grains,DQQ2,2021,37.67,32.94,42.52
Lower middle,SSA,Tanzania,TZA,Male,Whole grains,DQQ2,2021,39.43,32.91,46.14
Lower middle,SSA,Tanzania,TZA,Female,Whole grains,DQQ2,2021,36.02,30.7,41.51
Lower middle,SSA,Tanzania,TZA,Urban,Whole grains,DQQ2,2021,33.12,24.09,42.83
Lower middle,SSA,Tanzania,TZA,Rural,Whole grains,DQQ2,2021,39.04,33.37,44.87
Lower middle,SSA,Tanzania,TZA,All,Yogurt,DQQ15,2021,6.38,4.6,8.43
Lower middle,SSA,Tanzania,TZA,Male,Yogurt,DQQ15,2021,7.32,4.77,10.37
Lower middle,SSA,Tanzania,TZA,Female,Yogurt,DQQ15,2021,5.49,3.6,7.76
Lower middle,SSA,Tanzania,TZA,Urban,Yogurt,DQQ15,2021,6.98,3.15,12.16
Lower middle,SSA,Tanzania,TZA,Rural,Yogurt,DQQ15,2021,6.2,4.23,8.52
Lower middle,SSA,Tanzania,TZA,All,Zero vegetable or fruit consumption,NA,2021,18.37,14.73,22.31
Lower middle,SSA,Tanzania,TZA,Male,Zero vegetable or fruit consumption,NA,2021,18.78,13.14,25.16
Lower middle,SSA,Tanzania,TZA,Female,Zero vegetable or fruit consumption,NA,2021,17.98,14.14,22.19
Lower middle,SSA,Tanzania,TZA,Urban,Zero vegetable or fruit consumption,NA,2021,22.03,11.72,34.49
Lower middle,SSA,Tanzania,TZA,Rural,Zero vegetable or fruit consumption,NA,2021,17.27,13.71,21.14
Lower middle,SSA,Ghana,GHA,All,All-5,NA,2021,20.43,17.04,24.03
Lower middle,SSA,Ghana,GHA,Male,All-5,NA,2021,21.04,16.49,25.99
Lower middle,SSA,Ghana,GHA,Female,All-5,NA,2021,19.84,15.2,24.94
Lower middle,SSA,Ghana,GHA,Urban,All-5,NA,2021,25.12,18.97,31.81
Lower middle,SSA,Ghana,GHA,Rural,All-5,NA,2021,17.69,13.75,22.02
Lower middle,SSA,Ghana,GHA,All,At least one vegetable,NA,2021,86.43,83.16,89.4
Lower middle,SSA,Ghana,GHA,Male,At least one vegetable,NA,2021,86.09,81.19,90.36
Lower middle,SSA,Ghana,GHA,Female,At least one vegetable,NA,2021,86.75,82.79,90.27
Lower middle,SSA,Ghana,GHA,Urban,At least one vegetable,NA,2021,85.04,79.41,89.91
Lower middle,SSA,Ghana,GHA,Rural,At least one vegetable,NA,2021,87.24,83.32,90.7
Lower middle,SSA,Ghana,GHA,All,At least one fruit,NA,2021,46.09,41.2,51.03
Lower middle,SSA,Ghana,GHA,Male,At least one fruit,NA,2021,47.73,41.31,54.19
Lower middle,SSA,Ghana,GHA,Female,At least one fruit,NA,2021,44.54,39.19,49.95
Lower middle,SSA,Ghana,GHA,Urban,At least one fruit,NA,2021,60.01,52.25,67.54
Lower middle,SSA,Ghana,GHA,Rural,At least one fruit,NA,2021,37.95,31.96,44.14
Lower middle,SSA,Ghana,GHA,All,"At least one pulse, nut, or seed",NA,2021,43.55,38.92,48.24
Lower middle,SSA,Ghana,GHA,Male,"At least one pulse, nut, or seed",NA,2021,47.71,41.91,53.53
Lower middle,SSA,Ghana,GHA,Female,"At least one pulse, nut, or seed",NA,2021,39.61,33.84,45.53
Lower middle,SSA,Ghana,GHA,Urban,"At least one pulse, nut, or seed",NA,2021,40.75,34.32,47.34
Lower middle,SSA,Ghana,GHA,Rural,"At least one pulse, nut, or seed",NA,2021,45.19,39.19,51.27
Lower middle,SSA,Ghana,GHA,All,At least one animal-source food,NA,2021,85.13,81.92,88.07
Lower middle,SSA,Ghana,GHA,Male,At least one animal-source food,NA,2021,87.16,83.38,90.52
Lower middle,SSA,Ghana,GHA,Female,At least one animal-source food,NA,2021,83.2,78.79,87.19
Lower middle,SSA,Ghana,GHA,Urban,At least one animal-source food,NA,2021,85.49,79.97,90.25
Lower middle,SSA,Ghana,GHA,Rural,At least one animal-source food,NA,2021,84.92,80.84,88.59
Lower middle,SSA,Ghana,GHA,All,At least one starchy staple food,NA,2021,98.09,96.31,99.3
Lower middle,SSA,Ghana,GHA,Male,At least one starchy staple food,NA,2021,98.22,96.17,99.51
Lower middle,SSA,Ghana,GHA,Female,At least one starchy staple food,NA,2021,97.96,95.99,99.28
Lower middle,SSA,Ghana,GHA,Urban,At least one starchy staple food,NA,2021,96.59,93.8,98.56
Lower middle,SSA,Ghana,GHA,Rural,At least one starchy staple food,NA,2021,98.97,97.64,99.76
